obdb_id,brewery_name,brewery_type,street,city,state,postal_code,website_url,longitude,latitude,brewery_id
johanssons-dining-house-westminster,Johanssons Dining House,brewpub,4 W Main St,Westminster,Maryland,21157-4816,http://www.johanssonsdininghouse.com,-76.9959315,39.5753896,3904
john-harvards-brew-house-framingham-framingham,John Harvards Brew House - Framingham,brewpub,1 Worcester Rd,Framingham,Massachusetts,01701-5359,http://www.johnharvards.com,-71.39619245,42.30411485,3905
john-scott-brewing-co-trabuco-canyon,John Scott Brewing Co.,planning,,Trabuco Canyon,California,92679-5145,,-117.58938,33.6626232,3906
johnnie-byrd-brewing-company-wayne,Johnnie Byrd Brewing Company,micro,121 N Pearl St,Wayne,Nebraska,68787,http://www.johnniebyrd.beer,-97.0191502,42.2294276,3907
johnnie-maccrackens-celtic-firehouse-pub-inc-marietta,"Johnnie MacCracken's Celtic Firehouse Pub, Inc.",brewpub,15 Atlanta Street,Marietta,Georgia,30060-1985,http://www.johnniemaccrackens.com,-84.5417592,33.9371282,3908
johnnys-calistoga-mud-city-brews-calistoga,Johnny's Calistoga / Mud City Brews,brewpub,1457 Lincoln Ave,Calistoga,California,94515,http://www.johnnyscalistoga.com,-122.579054,38.578753,3909
johnson-city-brewing-co-johnson-city,Johnson City Brewing Co,micro,410 E State of Franklin Rd,Johnson City,Tennessee,37601-4871,http://www.johnsoncitybrewing.com,-82.34636962,36.31715951,3910
jolly-pumpkin-cafe-and-brewery-ann-arbor,Jolly Pumpkin Cafe and Brewery,brewpub,311 S Main St,Ann Arbor,Michigan,48104-2107,http://www.jollypumpkin.com,-83.7484551,42.2791598,3911
jolly-pumpkin-pizzeria-and-brewery-grand-rapids,Jolly Pumpkin Pizzeria and Brewery,brewpub,428 Bridge St NW,Grand Rapids,Michigan,49504,,-85.6800865,42.970511,3912
jones-creek-brewing-chehalis,Jones Creek Brewing,micro,173 Beam Rd,Chehalis,Washington,98532-9303,http://www.jonescreekbrewing.com,-123.2774,46.588152,3913
jordan-lake-brewing-co-cary,Jordan Lake Brewing Co,micro,320 E Durham Rd,Cary,North Carolina,27513-4043,http://jordanlakebrewing.com,-78.77537897,35.79022306,3914
joseph-james-brewing-co-inc-henderson,"Joseph James Brewing Co, Inc",micro,155 N Gibson Rd,Henderson,Nevada,89014-6713,http://www.jjbrewco.com,-115.0294086,36.04146875,3915
joymongers-brewing-co-greensboro,Joymongers Brewing Co.,micro,576 N Eugene St,Greensboro,North Carolina,27401,http://www.joymongers.com,-79.79380945,36.07871896,3916
joyride-brewing-co-edgewater,Joyride Brewing Co,micro,2501 Sheridan Blvd,Edgewater,Colorado,80214-1330,http://joyridebrewing.com,-105.053492,39.7531231,3917
jubeck-new-world-brewing-dubuque,Jubeck New World Brewing,micro,115 W 11th St,Dubuque,Iowa,52001-4802,http://www.jubeckbrewing.com,-90.66770404,42.50362393,3918
jubilee-craft-beer-co-nashville,Jubilee Craft Beer Co,contract,3430 Hampton Ave,Nashville,Tennessee,37215-1408,http://www.jubileebeer.com,-86.82509853,36.11746395,3919
julian-brewing-co-julian,Julian Brewing Co,micro,2315 Main St,Julian,California,92065,http://www.baileybbq.com,-116.603975,33.079171,3920
julius-lehrkind-brewing-bozeman,Julius Lehrkind Brewing,micro,1717 N Rouse Ave,Bozeman,Montana,59715-2426,http://www.juliusbrewing.com,-111.031558,45.69633335,3921
junction-brewery-and-grill-american-canyon,Junction Brewery & Grill,brewpub,110 W American Canyon Rd,American Canyon,California,94503-4196,http://www.junctionbreweryandgrill.com,-122.261689,38.1658134,3922
june-lake-brewing-june-lake,June Lake Brewing,micro,131 S Crawford Ave,June Lake,California,93529,http://www.junelakebrewing.com,-119.0772032,37.77835282,3923
junk-ditch-brewing-company-fort-wayne,Junk Ditch Brewing Company,micro,1825 W Main St,Fort Wayne,Indiana,46808-3715,http://junkditchbrewingco.com,-85.1669014,41.0779727,3924
junkyard-brewing-company-moorhead,Junkyard Brewing Company,micro,1416 1st Ave N,Moorhead,Minnesota,56560-2208,http://www.junkyardbeer.com,-96.75706974,46.87621357,3925
jupiter-berkeley,Jupiter,brewpub,2181 Shattuck Ave,Berkeley,California,94704-1308,http://www.jupiterbeer.com,-122.2676799,37.8697889,3926
k-point-brewing-eau-claire,K Point Brewing,brewpub,507 Main St,Eau Claire,Wisconsin,54701-3736,http://www.thecoffeegrounds.com/k-point-brewing/,-91.49634405,44.81114834,3927
k-oz-restaurant-brewery-san-francisco,K-Oz Restaurant Brewery,brewpub,121 7th St,San Francisco,California,94103-2835,http://www.kandoz.com,-122.409904,37.7786408,3928
k2-brothers-brewing-rochester,K2 Brothers Brewing,brewpub,1221 Empire Blvd,Rochester,New York,14609-5946,http://www.K2Brewing.com,-77.549992,43.17664,3929
kaiser-brewing-company-llc-forest-grove,"Kaiser Brewing Company, LLC",micro,1607 Hawthorne St,Forest Grove,Oregon,97116-2537,http://www.kaiserbrewingco.com,-123.0990254,45.51421585,3930
kaktus-brewing-co-bernalillo,Kaktus Brewing Co.,brewpub,471 South Hill Rd,Bernalillo,New Mexico,87004-9199,http://www.kaktusbrewery.com,-106.5387392,35.30844008,3931
kane-brewing-ocean,Kane Brewing,micro,1750 Bloomsbury Ave,Ocean,New Jersey,07712-3941,http://www.kanebrewing.com,-74.0448807,40.2365672,3932
kannah-creek-brewing-co-grand-junction,Kannah Creek Brewing Co,brewpub,1960 N 12th St,Grand Junction,Colorado,81501-2912,http://www.kannahcreekbrewingco.com,-108.5522615,39.08513947,3933
kansas-city-bier-company-kansas-city,Kansas City Bier Company,micro,310 W 79th St,Kansas City,Missouri,64114-1843,http://www.kcbier.com,-94.59367119,38.98548485,3934
kansas-territory-brewing-washington,Kansas Territory Brewing,micro,310 C St,Washington,Kansas,66968-1909,,-97.0511838,39.81655418,3935
karbach-brewing-co-houston,Karbach Brewing Co,large,2032 Karbach St,Houston,Texas,77092-8406,,-95.4605283,29.8063812,3936
karl-strauss-brewing-co-san-diego,Karl Strauss Brewing Co,regional,5985 Santa Fe St,San Diego,California,92109-1623,http://www.karlstrauss.com,-117.231429,32.832579,3937
karl-strauss-brewing-co-temecula,Karl Strauss Brewing Co,brewpub,40868 Winchester Rd,Temecula,California,92591-5521,http://www.karlstrauss.com,-117.1584479,33.52586892,3937
karl-strauss-brewing-co-4s-ranch-san-diego,Karl Strauss Brewing Co - 4S Ranch,brewpub,10448 Reserve Dr,San Diego,California,92127-3510,http://www.karlstrauss.com,-117.113249,33.021301,3938
karl-strauss-brewing-co-carlsbad-carlsbad,Karl Strauss Brewing Co - Carlsbad,brewpub,5801 Armada Dr,Carlsbad,California,92008-4609,http://www.karlstrauss.com,-117.314236,33.124447,3939
karl-strauss-brewing-co-downtown-san-diego,Karl Strauss Brewing Co - Downtown,brewpub,1157 Columbia St,San Diego,California,92101-3511,http://www.karlstrauss.com,-117.1672838,32.71730086,3940
karl-strauss-brewing-co-downtown-los-angeles-los-angeles,Karl Strauss Brewing Co - Downtown Los Angeles,brewpub,600 Wilshire Blvd Ste 100,Los Angeles,California,90017-3212,,-118.256154,34.047978,3941
karl-strauss-brewing-co-la-jolla-la-jolla,Karl Strauss Brewing Co - La Jolla,brewpub,1044 Wall St,La Jolla,California,92037-4437,http://www.karlstrauss.com,-117.2742141,32.84679009,3942
karl-strauss-brewing-co-sorrento-mesa-san-diego,Karl Strauss Brewing Co - Sorrento Mesa,brewpub,9675 Scranton Rd,San Diego,California,92121-1761,http://www.karlstrauss.com,-117.2027066,32.89634566,3943
karl-strauss-brewing-co-universal-citywalk-universal-city,Karl Strauss Brewing Co - Universal CityWalk,brewpub,1000 Universal Studios Blvd,Universal City,California,91608-1008,http://www.karlstrauss.com,-118.3529336,34.1322144,3944
karst-brewing-llc-fountain,Karst Brewing LLC,micro,315 1st St,Fountain,Minnesota,55935-8816,http://www.karstbrewed.com,-92.13521386,43.73997404,3945
kassiks-brewery-kenai,Kassik's Brewery,micro,47160 Spruce Haven St,Kenai,Alaska,99611-9677,,-151.307721,60.663773,3946
kauai-beer-company-lihue,Kauai Beer Company,brewpub,4265 Rice St,Lihue,Hawaii,96766,http://www.kauaibeer.com,-159.3647876,21.9722854,3947
kauai-island-brewery-eleele,Kauai Island Brewery,brewpub,4350 Waialo Rd,Eleele,Hawaii,96705,http://www.kauaiislandbrewing.com,-159.586522,21.901641,3948
kaweah-brewing-co-tulare,Kaweah Brewing Co.,micro,1054 E Walnut Ave,Tulare,California,93274,http://www.kaweahbrewing.com,-119.3349798,36.19307993,3949
keg-and-lantern-brewing-co-brooklyn,Keg & Lantern Brewing Co,brewpub,97 Nassau Ave,Brooklyn,New York,11222-3081,http://www.kegandlanternbrooklyn.com,-73.95031963,40.7241037,3950
keg-creek-brewing-company-glenwood,Keg Creek Brewing Company,micro,111 Sharp St,Glenwood,Iowa,51534-1755,http://www.kegcreekbrewing.com,-95.7356912,41.0473453,3951
kelso-beer-company-brooklyn,KelSo Beer Company,contract,529 Waverly Ave,Brooklyn,New York,11238-2701,http://www.kelsoofbrooklyn.com,-73.96564,40.68267586,3952
kells-brew-pub-portland,Kells Brew Pub,brewpub,210 NW 21st Ave,Portland,Oregon,97209-1004,http://Kellsbrewpub.com,-122.6941546,45.52447285,3953
kellys-brewpub-albuquerque,Kellys Brewpub,brewpub,3222 Central Ave SE,Albuquerque,New Mexico,87106-1458,http://www.kellysbrewpub.com,-106.6085695,35.0800666,3954
kelsey-block-brewing-company-three-rivers,Kelsey Block Brewing Company,brewpub,41 N Main St,Three Rivers,Michigan,49093-1531,http://www.kelseyblock.com,-85.63333961,41.94474661,3955
kelsey-creek-brewing-kelseyville,Kelsey Creek Brewing,micro,3945 Main St,Kelseyville,California,95451-7424,http://www.kelseycreekbrewing.com,-122.8382903,38.97782568,3956
kenai-river-brewing-co-soldotna,Kenai River Brewing Co,brewpub,308 Homestead Ln,Soldotna,Alaska,99669-8010,http://www.kenairiverbrewing.com,-151.0561141,60.4850753,3957
kernersville-brewing-company-kernersville,Kernersville Brewing Company,micro,210 N Main St,Kernersville,North Carolina,27284-4004,,-80.07181578,36.12191605,3958
kettlehead-brewing-company-tilton,Kettlehead Brewing Company,brewpub,407 W Main St,Tilton,New Hampshire,03276-5012,http://www.kettleheadbrewing.com,-71.60013898,43.44219881,3959
kettlehouse-brewing-co-southside-missoula,Kettlehouse Brewing Co - Southside,micro,602 Myrtle St,Missoula,Montana,59801-2704,http://www.kettlehouse.com,-113.9987621,46.8655748,3960
keweenaw-brewing-co-houghton,Keweenaw Brewing Co,micro,408 Shelden Ave,Houghton,Michigan,49931-2138,http://www.keweenawbrewing.com,-88.5687729,47.1219857,3961
keweenaw-brewing-co-production-facility-houghton,Keweenaw Brewing Co - Production Facility,micro,408 Shelden Ave,Houghton,Michigan,49931,http://www.keweenawbrewing.com,-88.5687729,47.1219857,3962
key-city-brewing-co-vicksburg,Key City Brewing Co.,brewpub,1311 Washington St.,Vicksburg,Mississippi,39180,http://keycitybeer.com,-90.88216445,32.34927291,3963
kickback-brewery-westford,Kickback Brewery,micro,934 Osgood Hill Rd,Westford,Vermont,05494-9740,http://www.kickbackbrewery.com,-72.99402467,44.582023,3964
kiitos-brewing-salt-lake-city,Kiitos Brewing,micro,608 W 700 S,Salt Lake City,Utah,84104-1016,http://www.kiitosbrewing.com,-111.895509,40.75505333,3965
kills-boro-brewing-company-staten-island,Kills Boro Brewing Company,micro,62 Van Duzer St,Staten Island,New York,10301-3226,http://www.killsboro.com,-74.07740788,40.636479,3966
kilowatt-brewing-san-diego,Kilowatt Brewing,micro,7576 Clairemont Mesa Blvd,San Diego,California,92111-1504,http://www.kilowatt.beer,-117.208801,32.8276353,3967
kilt-check-brewing-co-albuquerque,Kilt Check Brewing Co,micro,4814 Hardware Dr NE,Albuquerque,New Mexico,87109,http://www.draftykiltbrewingco.com,-106.5898844,35.13600551,3968
kinetic-brewing-company-lancaster,Kinetic Brewing Company,brewpub,735 W Lancaster Blvd,Lancaster,California,93534-3118,http://www.kineticbrewing.com,-118.1433223,34.6978404,3969
king-canary-brewing-company-mooresville,King Canary Brewing Company,micro,562 Williamson Rd,Mooresville,North Carolina,28117-9186,http://www.kingcanarybrewing.com,-80.8683812,35.5706022,3970
king-cong-brewing-company-sacramento,King Cong Brewing Company,micro,1709 del Paso Blvd,Sacramento,California,95815-3016,,-121.456029,38.60771757,3971
king-harbor-brewing-co-redondo-beach,King Harbor Brewing Co,micro,2907 182nd St,Redondo Beach,California,90278-3922,http://www.kingharborbrewing.com,-118.3600656,33.86561891,3972
king-street-brewing-co-anchorage,King Street Brewing Co,micro,9050 King Street,Anchorage,Alaska,99515,http://www.kingstreetbrewing.com,-149.879076,61.13848935,3973
kings-brewing-company-rancho-cucamonga,Kings Brewing Company,micro,8560 Vineyard Ave Ste 301,Rancho Cucamonga,California,91730-4395,http://www.kingsbrewingco.com,-117.6110744,34.1064155,3974
kings-county-brewers-collective-brooklyn,Kings County Brewers Collective,micro,381 Troutman St,Brooklyn,New York,11237-2613,http://www.kcbcbeer.com,-73.9236202,40.7060306,3975
kings-river-brewing-company-clovis,Kings River Brewing Company,planning,,Clovis,California,93612-2825,http://www.kingsriverbrewing.com,-119.7029194,36.8252277,3976
kinney-creek-brewery-rochester,Kinney Creek Brewery,micro,1016 7th St NW,Rochester,Minnesota,55901-2668,,-92.47808893,44.0312604,3977
kinsmen-brewing-milldale,Kinsmen Brewing,micro,409 Canal Street,Milldale,Connecticut,6467,http://www.kinsmenbrewing.com,-72.9027141,41.56679473,3978
kirkwood-station-brewing-kirkwood,Kirkwood Station Brewing,closed,105 E Jefferson Ave,Kirkwood,Missouri,63122-4025,http://www.kirkwoodstationbrewing.com,-90.40608849,38.58234304,3979
klamath-basin-brewing-co-klamath-falls,Klamath Basin Brewing Co,brewpub,1320 Main St,Klamath Falls,Oregon,97601-5914,http://www.kbbrewing.com,-121.7763705,42.2280361,3980
klockow-brewing-company-grand-rapids,Klockow Brewing Company,micro,36 SE 10th St,Grand Rapids,Minnesota,55744-3947,http://www.klockowbrewing.com,-93.52833525,47.22108337,3981
klondike-brewing-company-skagway,Klondike Brewing Company,brewpub,365 2nd Ave,Skagway,Alaska,99840,http://www.klondikebeer.com,-135.3188721,59.45385743,3982
knotty-brewing-co-san-diego,Knotty Brewing Co.,micro,842 Market St,San Diego,California,92101-6425,http://www.knottybrewing.com,-117.127434,32.711658,3983
knotty-pine-brewing-columbus,Knotty Pine Brewing,brewpub,1765 W 3rd Ave,Columbus,Ohio,43212-2769,http://www.knottypinebrewing.net,-83.0529324,39.9852813,3984
knucklehead-craft-brewing-webster,Knucklehead Craft Brewing,brewpub,426 Ridge Rd,Webster,New York,14580-1793,http://www.knuckleheadcraftbrewing.com,-77.51128726,43.20572922,3985
knuth-brewing-company-ripon,Knuth Brewing Company,brewpub,221 Watson St,Ripon,Wisconsin,54971-1514,http://www.knuthbrewingcompany.com,-88.8386613,43.8446401,3986
kobold-brewing-redmond,Kobold Brewing,micro,245 SW 6th St,Redmond,Oregon,97756-2108,http://www.koboldbrewing.com,-121.1744086,44.27499604,3987
kodiak-island-brewing-co-kodiak,Kodiak Island Brewing Co,micro,117 Lower Mill Bay Rd,Kodiak,Alaska,99615-6580,http://www.kodiakbrewery.com,-152.407155,57.79008256,3988
koehler-brewing-co-grove-city,Koehler Brewing Co,micro,231 Park St,Grove City,Pennsylvania,16127-2011,http://koehlerbrewingcompany.com,-80.08130057,41.16044545,3989
kohola-brewery-lahaina,Kohola Brewery,micro,910 Honoapiilani Hwy,Lahaina,Hawaii,96761-1507,http://www.koholabrewery.com,-156.653963,20.845329,3990
kokopelli-beer-company-westminster,Kokopelli Beer Company,brewpub,8931 Harlan St,Westminster,Colorado,80031-2931,http://www.kokopellibeer.com,-105.0640386,39.8590102,3991
kona-brewing-co-kailua-kona,Kona Brewing Co,regional,74-5612 Pawai Pl,Kailua Kona,Hawaii,96740-1617,http://www.konabrewingco.com,-155.997661,19.643069,3992
kootenai-river-brewing-co-bonners-ferry,Kootenai River Brewing Co,brewpub,6424 Riverside Street,Bonners Ferry,Idaho,83805-1901,http://kootbrew.com,-116.3105154,48.6965721,3993
kozy-yak-brewery-and-fresar-winery-rosholt,Kozy Yak Brewery & Fresar Winery,brewpub,197 N Main St,Rosholt,Wisconsin,54473-9741,http://www.kozyyak.com,-89.30914763,44.62934343,3994
krafty-draft-brew-pub-lexington,Krafty Draft Brew Pub,brewpub,269 Charter Oak Rd,Lexington,South Carolina,29072-9200,http://www.draftydraft.com,-81.30586817,33.98711021,3995
krauskis-brewskis-the-hoppy-brewer-gresham,Krauski's Brewskis / The Hoppy Brewer,micro,328 N Main Ave,Gresham,Oregon,97030-7210,http://www.oregonshoppyplace.com,-122.430839,45.49992243,3996
kretschmann-brewing-company-webster,Kretschmann Brewing Company,micro,9 Frederick St,Webster,Massachusetts,01570-2286,http://kbcbrewery.com,-71.8807961,42.05004191,3997
kroghs-restaurant-and-brewpub-sparta,Krogh's Restaurant and Brewpub,brewpub,23 White Deer Plz,Sparta,New Jersey,07871-1823,http://www.kroghs.com,-74.6395694,41.03263072,3998
kuhnhenn-brewing-co-warren,Kuhnhenn Brewing Co,micro,5919 Chicago Rd,Warren,Michigan,48092-1606,http://www.kuhnhenn.beer,-83.023691,42.523306,3999
kuhnhenn-clinton-township-clinton-township,Kuhnhenn Clinton Township,micro,36000 Groesbeck Hwy,Clinton Township,Michigan,48035-1541,,-82.91782739,42.56179646,4000
kul-brewing-la-crosse,Kul Brewing,contract,1106 3rd St S,La Crosse,Wisconsin,54601,http://www.kulbrewing.com,-91.25359353,43.80249029,4001
kulshan-brewing-co-k2-bellingham,Kulshan Brewing Co - K2,micro,1538 Kentucky St,Bellingham,Washington,98229-4720,http://www.kulshanbrewing.com,-122.4539281,48.75767348,4002
kulshan-brewing-co-sunnyland-bellingham,Kulshan Brewing Co - Sunnyland,micro,2238 James St,Bellingham,Washington,98225-4142,http://www.kulshanbrewing.com,-122.4645645,48.7601273,4003
kuracali-inc-carlsbad,Kuracali Inc,proprietor,821 Caminito del Reposo,Carlsbad,California,92011-2404,http://www.kuracali.com,-117.315852,33.11493,4004
kanstler-brewing-san-antonio,KÃ¼nstler Brewing,brewpub,302 E Lachapelle,San Antonio,Texas,78204-1945,http://www.kuenstlerbrewing.com,-98.5000988,29.40503026,4005
la-bodega-brewing-co-whittier,LA Bodega Brewing Co,planning,,Whittier,California,90603-1207,http://LABODEGABREWINGCO.COM,-118.0336975,33.9748932,4006
lab-brewing-co-twisted-oak-tavern-agoura-hills,LAB Brewing Co / Twisted Oak Tavern,brewpub,30105 Agoura Rd,Agoura Hills,California,91301-2003,http://www.twistedoaktavern.pub,-118.7799133,34.14511931,4007
labrewatory-portland,LABrewatory,micro,670 N Russell St,Portland,Oregon,97227-1728,http://www.thelabrewatory.com,-122.6730826,45.54092271,4008
lic-beer-project-long-island-city,LIC Beer Project,micro,3928 23rd St,Long Island City,New York,11101-4817,http://licbeerproject.com,-73.942849,40.75063,4009
lts-brewing-company-rochester,LTS Brewing Company,micro,2001 32nd Ave NW,Rochester,Minnesota,55901-8321,http://www.ltsbrewing.com,-92.5104808,44.0447412,4010
la-conner-brewing-co-la-conner,La Conner Brewing Co,brewpub,117 S 1st St,La Conner,Washington,98257,https://www.laconnerbrewery.com,-122.495792,48.392231,4011
la-cumbre-brewing-co-albuquerque,La Cumbre Brewing Co,micro,3313 Girard Blvd NE,Albuquerque,New Mexico,87107-1930,http://www.lacumbrebrewing.com,-106.6138649,35.11789781,4012
ladd-and-lass-brewing-seattle,Ladd & Lass Brewing,planning,722 NE 45th St,Seattle,Washington,98105,http://www.laddandlassbrewing.com,-122.31973688650302,47.6616452724424,4013
lady-justice-brewing-company-denver,Lady Justice Brewing Company,micro,4375 Eaton St,Denver,Colorado,80212-7308,http://www.ladyjusticebrewing.com,-105.0593393,39.7909855,4014
lafayette-brewing-co-buffalo,Lafayette Brewing Co,brewpub,391 Washington St,Buffalo,New York,14203-2108,http://www.panamericangrill.com,-78.8734526,42.8847967,4015
lafayette-brewing-co-lafayette,Lafayette Brewing Co,brewpub,622 Main St,Lafayette,Indiana,47901-1451,http://www.lafayettebrewingco.com,-86.88994924,40.41921732,4015
lager-heads-brewing-co-medina,Lager Heads Brewing Co.,micro,325 W Smith Rd,Medina,Ohio,44256-2352,http://www.lagerheads.us,-81.86844379,41.13633377,4016
lager-heads-smokehouse-medina,Lager Heads Smokehouse,brewpub,2832 Abbeyville Rd,Medina,Ohio,44256,,-81.88755054,41.19980605,4017
laguna-beach-beer-co-rancho-santa-margarita,Laguna Beach Beer Co,micro,29851 Aventura,Rancho Santa Margarita,California,92688-2014,http://www.lagunabeer.com,-117.6108194,33.63603528,4018
laguna-beach-brewery-and-grille-laguna-beach,Laguna Beach Brewery and Grille,brewpub,237 Ocean Ave,Laguna Beach,California,92651-2106,http://www.lagunabeachbrewery.net,-117.7835382,33.5427913,4019
lagunitas-brewing-co-chicago,Lagunitas Brewing Co,large,2607 W 17th St,Chicago,Illinois,60608-1823,http://www.lagunitas.com,-87.6932373,41.8583603,4020
lagunitas-brewing-co-petaluma,Lagunitas Brewing Co,large,1280 N McDowell Blvd,Petaluma,California,94954-1113,http://www.lagunitas.com,-122.6619198,38.27264795,4020
lagunitas-seattle-taproom-and-beer-sanctuary-seattle,Lagunitas Seattle Taproom and Beer Sanctuary,brewpub,1550 NW 49th St,Seattle,Washington,98107-4731,https://lagunitas.com,-122.3784629,47.6645881,4021
laht-neppur-brewing-waitsburg,Laht Neppur Brewing,brewpub,444 Preston Ave,Waitsburg,Washington,99361-0738,http://lahtneppur.com,-118.148767,46.270046,4022
lake-anne-brew-house-reston,Lake Anne Brew House,micro,11424 Washington Plz W,Reston,Virginia,20190-4310,http://www.lakeannebrewhouse.com,-77.3411707,38.9682812,4023
lake-bluff-brewing-company-lake-bluff,Lake Bluff Brewing Company,micro,16 E Scranton Ave,Lake Bluff,Illinois,60044-2543,http://www.lbbrew.com,-87.8453204,42.2798322,4024
lake-bums-brewco-llc-pontiac,"Lake Bums BrewCo, LLC.",micro,112 Parrothead Ln,Pontiac,Missouri,65729-7134,http://www.lakebumsbrewco.com,-92.602321,36.509057,4025
lake-charlevoix-brewing-company-charlevoix,Lake Charlevoix Brewing Company,brewpub,111 Bridge Park Dr,Charlevoix,Michigan,49720-1397,http://www.lakecharlevoixbrewing.com,-85.25800112,45.31728307,4026
lake-chelan-brewing-co-manson,Lake Chelan Brewing Co,micro,50 Wapato Way,Manson,Washington,98831,https://lakechelanbrewery.com,-120.15943,47.885978,4027
lake-city-brewing-company-lake-city,Lake City Brewing Company,brewpub,130 Bluff St,Lake City,Colorado,81235,http://www.lcbrewco.com,-107.3191335,38.02729486,4028
lake-drum-brewing-geneva,Lake Drum Brewing,micro,16 E Castle St,Geneva,New York,14456-2400,http://www.lakedrumbrewing.com,-76.98094035,42.8677738,4029
lake-effect-brewing-company-chicago,Lake Effect Brewing Company,micro,4727 W Montrose Ave,Chicago,Illinois,60641-1504,http://www.lakeeffectbrewing.com,-87.7459687,41.9604369,4030
lake-gaston-brewing-company-fayetteville,Lake Gaston Brewing Company,brewpub,124 Hay St,Fayetteville,North Carolina,28301-5650,http://www.lakegastonbrew.com,-78.87881455,35.0528321,4031
lake-louie-brewing-co-arena,Lake Louie Brewing Co,micro,7556 Pine Rd,Arena,Wisconsin,53503-9236,http://www.lakelouie.com,-89.93226918,43.17299719,4032
lake-monster-brewing-saint-paul,Lake Monster Brewing,micro,550 Vandalia St Ste 160,Saint Paul,Minnesota,55114-1997,,-93.19071829,44.95927578,4033
lake-placid-pub-and-brewery-lake-placid,Lake Placid Pub and Brewery,brewpub,813 Mirror Lake Dr,Lake Placid,New York,12946-3829,http://www.ubuale.com,-73.98108306,44.28340973,4034
lake-rat-brewing-celina,Lake Rat Brewing,brewpub,108 S Main St,Celina,Ohio,45822,http://www.lakeratbrewing.com,-84.57069367,40.54820057,4035
lake-stevens-brewing-company-lake-stevens,Lake Stevens Brewing Company,micro,2010 Grade Rd,Lake Stevens,Washington,98258-9182,https://www.lakestevensbrewingco.com,-122.0632552,48.01611072,4036
lake-tahoe-aleworx-south-lake-tahoe,Lake Tahoe AleWorX,micro,2050 Lake Tahoe Blvd,South Lake Tahoe,California,96150-6404,http://www.laketahoealeworx.com,-120.0019957,38.91476209,4037
lake-texoma-lodge-and-resort-mead,Lake Texoma Lodge And Resort,brewpub,3263 US 70,Mead,Oklahoma,73449-5020,http://laketexomalodge.com,-96.488335,33.998197,4038
lakefront-brewery-inc-milwaukee,Lakefront Brewery Inc,regional,1872 N Commerce St,Milwaukee,Wisconsin,53212-3701,http://www.lakefrontbrewery.com,-87.9051723,43.0547874,4039
lakeville-brewing-co-llc-lakeville,"Lakeville Brewing Co., LLC",brewpub,8790 Upper 208th Street W,Lakeville,Minnesota,55044,http://www.lakevillebrewing.com,-93.2438161,44.6477282,4040
lakewood-brewing-co-garland,Lakewood Brewing Co,micro,2302 Executive Dr,Garland,Texas,75041-6121,http://www.lakewoodbrewing.com,-96.6813726,32.88842285,4041
lancaster-brewing-co-lancaster,Lancaster Brewing Co,micro,302 N Plum St # 304,Lancaster,Pennsylvania,17602-2402,http://www.lancasterbrewing.com,-76.29853301,40.0438635,4042
land-grant-brewing-company-columbus,Land-Grant Brewing Company,micro,424 W Town St,Columbus,Ohio,43215-4040,http://www.landgrantbrewing.com,-83.01150763,39.95787195,4043
lander-brewing-co-lander,Lander Brewing Co,brewpub,148 Main St,Lander,Wyoming,82520-3126,http://www.landerbrewing.com,-108.739316,42.8348632,4044
landon-winery-greenville,Landon Winery,micro,2508 Lee Street,Greenville,Texas,75401,http://www.landonwinery.com,-96.10598813,33.13987105,4045
lanikai-brewing-co-kailua,Lanikai Brewing Co,micro,175-C Hamakua Dr,Kailua,Hawaii,96734,https://www.lanikaibrewing.com,-157.7403266,21.39044286,4046
lansing-brewing-company-lansing,Lansing Brewing Company,brewpub,518 E Shiawassee St,Lansing,Michigan,48912-1214,,-84.5455093,42.7368424,4047
lantern-brewing-seattle,Lantern Brewing,micro,938 N 95th St,Seattle,Washington,98103-3206,http://www.lanternbrewing.com,-122.3455994,47.6980806,4048
lariat-lodge-brewing-evergreen,Lariat Lodge Brewing,brewpub,27618 Fireweed Dr,Evergreen,Colorado,80439-8462,http://www.LariatLodgeBrewing.com,-105.3136925,39.63935145,4049
lark-brewing-waterloo,Lark Brewing,brewpub,3295 University Ave,Waterloo,Iowa,50701-2003,http://www.larkbrewing.com,-92.39002129,42.50147007,4050
las-cazuelas-brewing-rio-rancho,Las Cazuelas Brewing,brewpub,4051 Sara Rd SE,Rio Rancho,New Mexico,87124-1031,http://www.cazuelasmexicangrill.com,-106.6559686,35.23142306,4051
lassen-ale-works-the-pioneer-saloon-susanville,Lassen Ale Works @ The Pioneer Saloon,brewpub,724 Main St,Susanville,California,96130-4372,http://www.lassenaleworks.com,-120.6326661,40.4055904,4052
last-days-of-autumn-brewing-knoxville,Last Days of Autumn Brewing,brewpub,808 E Magnolia Ave,Knoxville,Tennessee,37917-7637,http://www.lastdaysofautumn.com,-83.914805,35.97603,4053
last-frontier-brewing-company-wasilla,Last Frontier Brewing Company,brewpub,238 N Boundary St,Wasilla,Alaska,99654-7127,https://lastfrontierbrew.com,-149.4395534,61.581483,4054
last-mile-brewery-rapid-city,Last Mile Brewery,micro,635 Creek Dr Unit C,Rapid City,South Dakota,57703-4012,http://lastmilebeer.com,-103.1866638,44.07909761,4055
last-mile-brewery-keystone,Last Mile Brewery,micro,221 Swanzey St Unit F,Keystone,South Dakota,57751-2042,http://lastmilebeer.com,-103.4237317,43.89448562,4055
